customer_id,first_name,last_name,country,marital_status,gender,birthdate,create_date
167,Ashley,Martinez,United States,Single,Male,1977-10-22,2011-10-07
168,Jasmine,Barnes,United States,Single,Male,1978-01-29,2011-10-07
169,David,Rodriguez,United States,Single,Male,1973-11-12,2011-10-07
170,Bryce,Richardson,United States,Married,Male,1973-12-20,2011-10-07
171,Carol,Howard,United States,Married,Male,1973-08-04,2011-10-07
172,Jonathan,Hill,United States,Single,Male,1978-10-05,2011-10-07
173,Gabrielle,Adams,United States,Married,Male,1973-05-20,2011-10-07
174,Sarah,Thomas,United States,Single,Male,1973-02-28,2011-10-07
175,Nicholas,Robinson,United States,Married,Male,1973-01-09,2011-10-07
176,Luis,Wang,United States,Single,Male,1968-09-01,2011-10-07
177,Mason,Roberts,Canada,Married,Male,1979-01-21,2011-10-07
178,Jose,Flores,United States,Married,Male,1948-01-01,2011-10-07
179,Nathan,Johnson,United States,Married,Male,1954-08-20,2011-10-07
180,Molly,Rodriguez,United States,Married,Male,1959-12-08,2011-10-07
181,April,Anand,United States,Married,Male,1948-07-01,2011-10-07
182,Devin,Martin,United States,Married,Male,1960-02-01,2011-10-07
183,Stephanie,Torres,United States,Single,Male,1950-02-22,2011-10-07
184,Jasmine,Lee,United States,Single,Male,1950-01-12,2011-10-07
185,Meghan,Hernandez,United States,Single,Male,1955-11-13,2011-10-07
186,Ashley,Henderson,Canada,Single,Male,1950-04-07,2011-10-07
187,Sarah,Price,United States,Single,Male,1949-11-18,2011-10-07
188,Jennifer,Cooper,United States,Married,Male,1949-08-21,2011-10-07
189,Catherine,Morris,United States,Married,Male,1950-03-06,2011-10-07
190,Lawrence,Blanco,United States,Single,Male,1950-01-12,2011-10-07
191,Carson,Bryant,United States,Married,Male,1949-12-20,2011-10-07
192,Kristi,Perez,United States,Single,Male,1951-06-17,2011-10-07
193,James,Brown,United States,Married,Male,1951-03-13,2011-10-07
194,Ian,Gray,United States,Married,Male,1950-08-13,2011-10-07
195,Jacqueline,Price,United States,Married,Male,1950-12-08,2011-10-07
196,Megan,Henderson,United States,Married,Male,1951-08-10,2011-10-07
197,Alfredo,Romero,United States,Married,Male,1951-12-05,2011-10-07
198,Andrea,Morris,United States,Married,Male,1951-12-16,2011-10-08
199,Brooke,Sanders,United States,Single,Male,1952-05-25,2011-10-08
200,Jacqueline,Bennett,United States,Married,Male,1957-11-02,2011-10-08
201,Jason,Griffin,Canada,Married,Male,1953-05-21,2011-10-08
202,Amanda,Foster,United States,Married,Male,1953-02-14,2011-10-08
203,Alexia,Price,United States,Married,Male,1958-08-22,2011-10-08
204,Luis,Diaz,Canada,Married,Male,1959-08-18,2011-10-08
205,Destiny,Rivera,United States,Married,Male,1953-11-29,2011-10-08
206,Abby,Fernandez,United States,Married,Male,1954-01-21,2011-10-08
207,Blake,Flores,United States,Married,Male,1954-03-24,2011-10-08
208,Danielle,Cox,United States,Single,Male,1954-01-16,2011-10-08
209,Maria,Reed,United States,Married,Male,1953-08-03,2011-10-08
210,Allison,Evans,United States,Married,Male,1953-07-12,2011-10-08
211,Edward,Wood,United States,Married,Male,1953-12-06,2011-10-08
212,Samantha,Russell,Canada,Married,Male,1960-10-08,2011-10-08
213,Chloe,Campbell,Canada,Married,Male,1955-05-05,2011-10-08
214,Stephanie,Murphy,United States,Single,Male,1954-11-11,2011-10-08
215,Charles,Miller,United States,Single,Male,1955-05-07,2011-10-08
216,Ana,Perry,Canada,Married,Male,1961-06-17,2011-10-08
217,Jasmine,Torres,United States,Single,Male,1955-11-17,2011-10-08
218,Natalie,Adams,United States,Single,Male,1955-08-11,2011-10-08
219,Olivia,Brown,United States,Single,Male,1961-09-07,2011-10-08
220,Charles,Cook,United States,Married,Male,1956-05-31,2011-10-08
221,Erica,Huang,United States,Married,Male,1961-02-19,2011-10-08
222,Nathan,Perry,United States,Married,Male,1955-12-08,2011-10-08
223,Alexandra,Rivera,United States,Married,Male,1956-02-14,2011-10-08
224,Hailey,Patterson,Canada,Single,Male,1957-03-15,2011-10-08
225,Tiffany,Li,United States,Single,Male,1957-03-05,2011-10-08
226,Madison,Lee,United States,Married,Male,1962-02-12,2011-10-08
227,Sydney,Ross,United States,Married,Male,1962-09-23,2011-10-08
228,Marshall,Chavez,United States,Single,Male,1962-08-08,2011-10-08
229,Ashley,Jones,United States,Married,Male,1956-10-16,2011-10-08
230,Adrian,Stewart,United States,Single,Male,1957-06-01,2011-10-08
231,Amber,Turner,United States,Married,Male,1956-09-30,2011-10-08
232,Dennis,Zhang,United States,Married,Male,1963-11-11,2011-10-08
233,Hailey,Bryant,United States,Married,Male,1958-03-27,2011-10-08
234,Todd,Li,United States,Married,Male,1963-09-06,2011-10-08
235,Anna,Griffin,United States,Single,Male,1958-05-19,2011-10-08
236,Angel,Stewart,United States,Married,Male,1957-08-07,2011-10-08
237,Jeremy,Butler,United States,Single,Male,1957-09-02,2011-10-08
238,Clarence,Anand,Germany,Single,Male,1964-03-22,2011-10-08
239,Mayra,Prasad,United Kingdom,Single,Male,1964-02-07,2011-10-08
240,Latoya,Goel,United Kingdom,Married,Male,1969-10-02,2011-10-08
241,Anne,Hernandez,United Kingdom,Married,Male,1964-06-09,2011-10-08
242,Lisa,Cai,France,Single,Male,1974-04-06,2011-10-08
243,Larry,Munoz,France,Married,Male,1963-05-11,2011-10-08
244,Robin,Alvarez,United Kingdom,Married,Male,1963-04-08,2011-10-08
245,Alexis,Coleman,United Kingdom,Single,Male,1968-11-22,2011-10-08
246,Ricky,Vazquez,Germany,Married,Male,1962-04-26,2011-10-08
247,Latasha,Rubio,Germany,Married,Male,1962-04-08,2011-10-08
248,Claudia,Zhou,United Kingdom,Single,Male,1961-12-04,2011-10-08
249,Tristan,Alexander,France,Married,Male,1966-03-22,2011-10-08
250,Cindy,Patel,Germany,Married,Male,1966-07-09,2011-10-08
251,Shannon,Liu,United Kingdom,Married,Male,1966-03-08,2011-10-08
252,Xavier,Long,Canada,Single,Male,1938-01-01,2011-10-08
253,Nicholas,Thompson,United States,Single,Male,1937-12-05,2011-10-08
254,Jos├®,Hernandez,Canada,Married,Male,1949-08-24,2011-10-08
255,Johnathan,Vance,United States,Married,Male,1938-08-31,2011-10-08
256,Colin,Lin,United States,Married,Male,1938-10-02,2011-10-08
257,Katelyn,Hernandez,United States,Married,Male,1939-03-20,2011-10-08
258,Jacqueline,Powell,United States,Single,Male,1991-10-26,2011-10-08
259,Xavier,Hill,United States,Married,Male,1938-12-26,2011-10-08
260,Victoria,Stewart,United States,Married,Male,1970-09-24,2011-10-08
261,Katelyn,Kelly,United States,Married,Male,1976-04-08,2011-10-08
262,Stephanie,Collins,United States,Married,Male,1970-10-22,2011-10-08
263,Jennifer,Simmons,Canada,Married,Male,1975-05-01,2011-10-08
264,Trinity,Richardson,United States,Married,Male,1970-03-11,2011-10-08
265,Eduardo,Martin,United States,Single,Male,1969-12-15,2011-10-08
266,Elizabeth,Jones,United States,Married,Male,1970-01-10,2011-10-08
267,Taylor,Howard,United States,Single,Male,1969-11-02,2011-10-08
268,David,Diaz,United States,Single,Male,1975-09-29,2011-10-08
269,Katelyn,Carter,United States,Married,Male,1969-10-31,2011-10-08
270,Ryan,Foster,United States,Married,Male,1975-10-10,2011-10-08
271,Robert,Lee,United States,Married,Male,1975-05-01,2011-10-08
272,Danielle,Reed,United States,Single,Male,1969-12-03,2011-10-08
273,Lauren,Martinez,United States,Single,Male,1962-05-10,2011-10-08
274,Nathan,Lal,United States,Married,Male,1962-03-31,2011-10-08
275,Kyle,Foster,United States,Married,Male,1939-10-10,2011-10-08
276,Jenny,Rai,United States,Married,Male,1939-07-18,2011-10-08
277,Nancy,Chapman,Canada,Married,Male,1974-09-15,2011-10-08
278,Charles,Jackson,Canada,Married,Male,1968-12-07,2011-10-08
279,Jonathan,Phillips,United States,Single,Male,1969-02-16,2011-10-08
280,Amanda,Cook,United States,Married,Male,1974-09-08,2011-10-08
281,Robert,Collins,United States,Married,Male,1969-02-17,2011-10-08
282,Megan,Barnes,United States,Single,Male,1974-10-06,2011-10-08
283,Christian,Thomas,United States,Married,Male,1967-07-16,2011-10-08
284,Arturo,Lal,United States,Married,Male,1968-04-24,2011-10-08
285,Theresa,Serrano,United States,Married,Male,1967-09-24,2011-10-08
286,Jeremy,Anderson,United States,Married,Male,1973-03-15,2011-10-08
287,Hunter,Griffin,United States,Married,Male,1967-08-31,2011-10-08
288,Henry,Garcia,Canada,Married,Male,1966-07-16,2011-10-08
289,Cindy,Sanchez,United States,Married,Male,1978-03-12,2011-10-08
290,Maria,Carter,United States,Married,Male,1972-03-03,2011-10-08
291,Katelyn,Sanchez,United States,Married,Male,1972-08-14,2011-10-08
292,Jenna,Wright,United States,Married,Male,1972-05-01,2011-10-08
293,Seth,Phillips,United States,Single,Male,1967-05-05,2011-10-08
294,Luke,Long,United States,Single,Male,1960-11-23,2011-10-08
295,Dalton,Clark,United States,Married,Male,1961-03-02,2011-10-08
296,Taylor,Lewis,United States,Single,Male,1959-11-13,2011-10-08
297,Haley,Richardson,United States,Single,Male,1941-04-05,2011-10-08
298,Noah,Coleman,United States,Single,Male,1940-08-01,2011-10-08
299,Jon,Luo,United States,Married,Male,1940-08-30,2011-10-08
300,Orlando,Vazquez,United States,Married,Male,1941-09-29,2011-10-08
301,Fernando,Barnes,Canada,Married,Male,1965-08-31,2011-10-08
302,Cameron,Rodriguez,United States,Married,Male,1965-12-07,2011-10-08
303,Spencer,Russell,United States,Single,Male,1971-12-09,2011-10-08
304,Julia,Coleman,United States,Single,Male,1966-04-10,2011-10-08
305,Julia,Garcia,United States,Married,Male,1971-03-14,2011-10-08
306,Sean,Evans,United States,Married,Male,1965-12-17,2011-10-08
307,Micah,Zhou,United States,Married,Male,1965-12-20,2011-10-08
308,Hunter,Rodriguez,United States,Married,Male,1965-10-31,2011-10-08
309,Ian,Gonzales,United States,Married,Male,1959-09-02,2011-10-08
310,Victoria,Lewis,United States,Single,Male,1959-12-10,2011-10-08
311,Erin,Sanders,United States,Single,Male,1964-07-05,2011-10-08
312,Gabrielle,Lopez,United States,Single,Male,1959-02-21,2011-10-08
313,Sara,Richardson,United States,Single,Male,1958-10-01,2011-10-08
314,Trevor,Jenkins,United States,Single,Male,1958-08-27,2011-10-08
315,Mya,Flores,United States,Single,Male,1970-06-16,2011-10-08
316,Hailey,Ward,United States,Single,Male,1959-03-31,2011-10-08
317,Luke,Allen,Canada,Married,Male,1959-05-17,2011-10-08
318,Victoria,Russell,United States,Single,Male,1963-09-14,2011-10-08
319,Jessica,Wilson,United States,Single,Male,1958-04-25,2011-10-08
320,Jade,Bailey,United States,Married,Male,1948-04-23,2011-10-08
321,Morgan,Hill,United States,Married,Male,1942-12-24,2011-10-08
322,Terrance,Raman,United States,Married,Male,1944-01-05,2011-10-08
323,Sydney,Garcia,United States,Married,Male,1943-09-12,2011-10-08
324,Jose,Patterson,United States,Single,Male,1943-12-18,2011-10-08
325,Zachary,Anderson,United States,Married,Male,1944-11-10,2011-10-08
326,Elijah,Ross,United States,Single,Male,1944-12-29,2011-10-08
327,Rafael,Xie,United States,Married,Male,1944-12-23,2011-10-08
328,Jaime,Moreno,United States,Married,Male,1945-09-01,2011-10-08
329,Julian,Griffin,Canada,Married,Male,1945-06-30,2011-10-08
330,Andy,Alvarez,United States,Single,Male,1946-01-22,2011-10-08
331,Ryan,Thompson,Canada,Married,Male,1945-11-10,2011-10-08
332,Samantha,Jenkins,Canada,Married,Male,1974-01-03,2011-10-08
333,Deanna,Ramos,Germany,Single,Male,1968-04-02,2011-10-08
334,Emily,Miller,United Kingdom,Married,Male,1968-01-07,2011-10-08
335,Nicole,Brown,United Kingdom,Married,Male,1966-09-19,2011-10-08
336,Carla,Raman,Germany,Married,Male,1977-12-18,2011-10-08
337,Shaun,Raji,France,Married,Male,1973-03-08,2011-10-08
338,Jerome,Romero,United Kingdom,Married,Male,1967-03-21,2011-10-08
339,Frank,Navarro,Germany,Married,Male,1972-08-06,2011-10-08
340,Dennis,She,France,Single,Male,1967-01-05,2011-10-08
341,Melody,Munoz,France,Married,Male,1947-04-03,2011-10-08
342,Randy,Zeng,United Kingdom,Married,Male,1942-02-18,2011-10-08
343,Marshall,Wang,France,Married,Male,1973-03-07,2011-10-08
344,Arthur,Carlson,United Kingdom,Married,Male,1975-03-09,2011-10-08
345,Jessie,Jimenez,United Kingdom,Married,Male,1963-01-21,2011-10-08
346,Robin,Ramos,France,Single,Male,1962-09-09,2011-10-08
347,Deanna,Gutierrez,France,Single,Male,1966-05-18,2011-10-08
348,Roy,Navarro,Germany,Married,Male,1972-06-17,2011-10-08
349,Shawn,Rai,Germany,Married,Male,1961-03-21,2011-10-08
350,Mindy,Luo,Germany,Married,Male,1965-08-30,2011-10-08
351,Cara,Zhou,United Kingdom,Married,Male,1942-07-14,2011-10-08
352,Anne,Ramos,United Kingdom,Single,Male,1950-04-02,2011-10-08
353,Raymond,Rodriguez,France,Married,Male,1945-09-04,2011-10-08
354,Carrie,Ortega,United Kingdom,Single,Male,1946-12-09,2011-10-08
355,Deanna,Suarez,Germany,Married,Male,1947-08-23,2011-10-08
356,Roberto,Gutierrez,United Kingdom,Married,Male,1948-06-26,2011-10-08
357,Terrence,Carson,Australia,Single,Male,1985-11-24,2011-10-08
358,Ramon,Ye,Australia,Single,Male,1984-09-19,2011-10-08
359,Cynthia,Malhotra,Australia,Single,Male,1984-05-10,2011-10-08
360,Jarrod,Prasad,Australia,Single,Male,1984-03-03,2011-10-08
361,Tyrone,Serrano,Australia,Single,Male,1984-01-30,2011-10-08
362,Cindy,Ramos,Australia,Married,Male,1982-10-26,2011-10-08
363,Damien,Shan,Australia,Married,Male,1983-05-11,2011-10-08
364,Julian,Ross,Australia,Single,Male,1983-04-19,2011-10-08
365,Jennifer,Collins,Australia,Single,Male,1985-03-22,2011-10-08
366,Brittney,Sun,Australia,Single,Male,1984-12-06,2011-10-08
367,Virginia,Patel,Australia,Married,Male,1985-04-23,2011-10-08
368,Calvin,Nara,Australia,Married,Male,1984-08-21,2011-10-08
369,Edward,Miller,Australia,Single,Male,1984-05-24,2011-10-08
370,Ashlee,Tang,Australia,Married,Male,1984-02-01,2011-10-08
371,Alicia,Xu,Australia,Married,Male,1983-09-29,2011-10-08
372,Lacey,Jai,Australia,Married,Male,1983-11-24,2011-10-08
373,Wendy,Romero,Australia,Single,Male,1983-11-12,2011-10-08
374,Carly,Luo,Germany,Married,Male,1954-09-16,2011-10-08
375,Jimmy,Ortega,Germany,Single,Male,1948-12-25,2011-10-08
376,Francisco,Martinez,United Kingdom,Married,Male,1948-11-05,2011-10-08
377,Lance,Vazquez,United Kingdom,Single,Male,1948-12-07,2011-10-08
378,David,Robinett,Germany,Married,Male,1966-08-23,2011-10-08
379,Shannon,Liang,France,Single,Male,1965-11-19,2011-10-08
380,Gary,Vazquez,France,Married,Male,1976-05-13,2011-10-08
381,Mitchell,Kumar,Germany,Single,Male,1964-08-29,2011-10-08
382,Meredith,Raman,United Kingdom,Married,Male,1970-08-18,2011-10-08
383,Edward,Patterson,France,Married,Male,1974-07-15,2011-10-08
384,Marie,Gill,France,Married,Male,1966-02-25,2011-10-08
385,Tiffany,Wang,France,Married,Male,1971-10-13,2011-10-08
386,Miguel,Allen,United Kingdom,Single,Male,1971-08-08,2011-10-08
387,Jaclyn,Cai,Germany,Married,Male,1971-11-02,2011-10-08
388,Megan,Ramirez,United Kingdom,Single,Male,1964-11-29,2011-10-08
389,Joseph,Martin,United Kingdom,Married,Male,1965-01-20,2011-10-08
390,Karl,Shan,Germany,Single,Male,1981-04-20,2011-10-08
391,Christine,Raji,France,Single,Male,1976-04-17,2011-10-08
392,Lindsay,Xie,Germany,Single,Male,1976-06-25,2011-10-08
393,Willie,Zhao,Germany,Single,Male,1981-02-03,2011-10-08
394,Kurt,Pal,France,Single,Male,1974-07-17,2011-10-08
395,George,McDonald,United Kingdom,Single,Male,1975-04-22,2011-10-08
396,Beth,Gutierrez,Germany,Single,Male,1976-04-16,2011-10-08
397,Ian,Lopez,Germany,Married,Male,1975-04-04,2011-10-08
398,Latoya,Shan,France,Single,Male,1974-12-02,2011-10-08
